ID;Transcription;tag;Link;classifier
38;amigo vamos sair Bora onde é que você quer ir você não sabe mas tem que ser amigo você está bem rápido demais estou passando mal cara cara amigo Olha esse vídeo agora não dá agora não dá mas olha aqui mano não dá para tomar você olhar para o celular dentro do carro eu tenho você de vômito não sabe não nossa mãe tá escuro Acende essa luz do teto Velho Meu deus parece o luto de hospital fica duas vezes me dá dor de cabeça eu passo mal Nossa me dá enxaqueca velho tô passando mal tô com muita fome não fala comigo não vou comer aqui mano tô passando mal desculpa aí tô passando mal eu vou dormir muito pouco hoje velho Nossa amigo vai deitar Mano eu tô passando mal porque eu não dormi mas eu não consigo dormir porque eu tô passando mal velho ah vai se ferrar moleque;TEA;https://www.instagram.com/reel/C3iRGLTsAG0/?igsh=dzIyOTl3czFta2lh;Experiência pessoal
39;as órteses do meu irmão autista chegaram quem não me acompanha Pedro precisa usar hortas e por que ele anda Sempre na ponta dos pés e por causa disso ele corre o risco dos tendões encurtarem mas por sorte ele com 11 anos ainda não está custando o executados então ainda reversível as hortas e chegaram Já até os dias então já deu tempo dele se adaptar um pouco mas hoje é especial ele tava muito bem para gravar adaptação tem que ser feita gradualmente ou seja ele não pode do nada começar a usar hortas e 24 horas por dia então ele caminha com a órtese algumas vezes por dia e dorme com a órtese também algumas vezes aí ele já tava usando a órtese como vocês podem ver e dá para ver que ele ainda não pegou o jeito porque ele tá passadas bem larga mas por enquanto ele tá encarando isso bem melhor do que a gente pensava que ele fosse encantaria mulher que coisa linda aí ele vai andando assim no início parecendo a boneca de lata da Xuxa Esse é o processo para que ele finalmente pare de andar na ponta dos pés para que não corra o risco de encurtar os tendões aqui e depois de todo esse esforço ele foi tomar um cafezinho mas como vocês estão vendo aí ele toma um golinho e depois vai encher de água e ele só faz isso para ter o prazer de jogar o café fora depois Esse foi o vídeo eu espero que tenham gostado beijinho tchau tchau;TEA;https://www.instagram.com/reel/C3VvTTfr4jQ/?igsh=NGtwajd2M3hpanAy;Experiência pessoal 
40;mulaka das filhas se for prestando aqui sim vou dormir luz cria o canal desenho piscina visitar a minha amiga os meninos passaram ai eu só ouvir as vídeo;TEA;https://www.instagram.com/reel/C3m591Ruk56/?igsh=MXRyZjgzZXFhNnZ6cA==;Excluído (espanhol)
41;a minha mãe então foi ele porque salsicha primeiro celular estarei feliz por favor;TEA;https://www.instagram.com/reel/C5pvCL5uNs9/?igsh=MTUwMmxvajB5MXRzZw==;Excluído (espanhol)
42;você me chamou de quê agora não eu deixei brincando sim mas o que foi que você me chamou e você acha mainha velha eu não sou bem novinha é eu sou novinha ou sou velho novinha mas novinha quem é quem tem bem pouquinho anos quantos anos mamãe tem não sei não sabe Augusto você sabe 70 e 76 anos é 76 aí você já acha que é velhinha né É Meu filho quer dizer eu não gosto de dizer que eu sou velha porque velha uma coisa velha é que não presta mais e mamãe você acha que a mamãe ainda presta para alguma coisa Presta Para quê Para Tudo Para Tudo Pois é então eu não sou velho eu sou e e idosa muito bem mamãe aí idosa;TEA;https://www.instagram.com/reel/C6zpS5cxlZ8/?igsh=YTYyNmV3NHAxdHFn;Experiência pessoal 
43;escuridão é essa gente tô aqui mas como você consegue ver alguma coisa amiga no hospital;TEA;https://www.instagram.com/reel/C6ChVKZOZQt/?igsh=MTF0ODExdjVnNHExNw==;Enganoso 
44;eu quero trocar de nome tá bom posso escolher segredo não enquanto eu pego não Alexandre Godofredo vai fala aí tá eu acho que você é muito bonito André eu quero trocar de nome por favor porque eu não gosto do meu nome é muito ruim ficar tocar deixa deixa eu falar com a mamãe não não falei não eu perguntei a ela primeiro né mãe eu posso trocar de nome no cartório Não não quero mudar não não Ah então tá então não fala mais disso eu;TEA;https://www.instagram.com/reel/C3uontPO6Nq/?igsh=OGszc2IycmpsbzAy;Experiência pessoal
45;Sônia thank you for playing cards gordas times Roman sometimes everything is known for What Journey Tá pequeno fazendo garrafa;TEA;https://www.instagram.com/reel/C5aw3I6rwp9/?igsh=N2dpZjl5NWt5bm13;Experiência pessoal
46;mais um dia sendo cuidadora do meu filho autista na escola e hoje não queria nem papo com estudar e tava ali na sua estereotipia mais comum que ia girar objetos quando vem pra escola atrás ela com ele tudo ele dá um jeito de girar dentro dela Olha só agora girando caderno também na hora da atividade não quer nem papo de pegar no lápis e não presta nada atenção e devido ele gostar de coisas que giram olha só que a professora dele deu para ele essa letra A que dá de gerar ele gostou muito já quero fazer os restantes das letras em casa agora ele levou a letra A para girar na vasilha preferida dele é uma forma que ajuda na alfabetização porque ele tá focado e com o interesse então é uma boa ideia de atividade adaptada para autista que tem a estereotipia de girar Agora ele foi girar a vasilha lá na mesa do amiguinho dele eu levo a vasilha porque é um objeto de apego dele e é uma forma dele se regular e ficar mais tempo na sala de aula agora foi lá na mesa da professora e pegou esse negócio e já tá gerando também fico feliz que agora tá conseguindo ficar na escola eu tô sendo cuidadora dele porque a cuidadora está doente não quero que saia da rotina mas um dia vencido graças a Deus;TEA;https://www.instagram.com/reel/C6e_rKYg-E3/?igsh=MWtzOHJlNGxkNGI4OA==;Experiência pessoal
47;notei o autismo na minha filha bem cedo quando ela já tinha completado oito meses já tinha quase 100% de certeza só ainda não tinha um laudo as pessoas diziam que era bobagem da minha cabeça mas mãe sempre sabe eu anotava que ela era diferente que ela tinha um jeitinho diferente das outras crianças da mesma idade que ela ela tinha movimentos ritualísticos mesmo sendo bebezinha e ser ocupados digamos assim tinha fixação extrema por algumas coisas como por exemplo a cor azul tudo que fosse Azul ela ficava por horas parada olhando para aquele objeto não gostava de pessoas nem mesmo da própria família em si quando chegava na nossa casa eu notava que a voz das pessoas incomodava e muito ela ela chorava muito Um dia teve um aniversário na nossa casa e ela chorou desde o momento que os convidados chegaram até o outro dia ela entrou em uma crise muito forte foi a primeira crise que ali esteve enfim ela teve o diagnóstico precoce;TEA;https://www.instagram.com/reel/C6Em6lbxuj7/?igsh=Z2U1cnhjM2ppZjly;Experiência pessoal
48;Conde identidade tem alguma coisa com d de dado começa com d de dado é aqui que que é isso aqui não bota aí ABCD já são né com f g tem o que que é isso de quê fofoca também;TEA;https://www.instagram.com/reel/C552rP_rGjl/?igsh=aTkwbWw0MTloZ3Q3;Experiência pessoal
49;escuridão é essa gente tô aqui mas como você consegue ver alguma coisa amiga no hospital;TEA;https://www.instagram.com/reel/C6ChVKZOZQt/?igsh=MTF0ODExdjVnNHExNw==;vídeo repetido com o 43.
50;especial ele adora essa palavra é como se atrás da palavra especial se esconder de algum monstro desconhecido pois ele afirma que não é um monstro também não é desconhecido isso faz sentido todo então se eu sou especial você por exemplo é o quê Normal normal Vocês neurotípicos acreditam que normalidade é uma qualidade que deve ser alcançada e eu vou te apresentar como esta é a minha professora de canto Leonor Denise olha como ele é normal que loucura é a mulher mais normal que eu já vi na vida não sou assim tão elogioso não é então a pergunta que nós fazemos a vocês neurotípicos é a seguinte para que gastar tempo esforço dinheiro tentando colocar todas as mentes em uma única lata como se fossem filé de sardinha arrumados lado a lado se a grande beleza da Aventura humana é a singularidade da mente;TEA;https://www.instagram.com/reel/C5RdoLdSXJp/?igsh=MWZocDdhMzBqODg3dA==;Útil
51;o André ia casar eu tinha angustiada eu falei como é que vai ser o futuro do Ricardo aí Nós nos reunimos eu meus filhos fora o Ricardo e o André falou para mim mamãe você não se preocupe eu já falei para minha mulher que vou ficar com o Ricardo Mas nem todo mundo tem o André tem uma Clarice minha nora nem todo mundo também Exatamente isso foi uma grata surpresa uma graça que legal você já prepara ele não sabe o tanto que é uma coisa filho que vem logo cada um vai pegar vai pegar a mala e ajudar eu tenho certeza que Bruno e Rafa vão ajudar o André porque assim o André vai ter que viajar um dia é claro outra coisa também quer ver eu falo para ele não sai do quarto sem trocar roupa porque você tem sobrinhos menina e você vai morar na casa do teu irmão que tem filha mulher;TEA;https://www.instagram.com/reel/C5pK_JWMplD/?igsh=MTRvaWR1ZjE0djVhMQ==;Experiência pessoal 
52;esse homem foi a primeira pessoa no mundo a ser diagnosticada com autismo Você tá no curiosidade Donald triplex nasceu em 1933 nos Estados Unidos desde a infância seus comportamentos fugiam do padrão de uma criança da mesma idade ele não correspondia aos sorrisos da mãe e não reagia a voz dela e não se interessava socialmente com outras crianças aos Três Anos de idade foi internado pela primeira vez em 1938 se consultou com o Léo Kane que diagnosticou 11 crianças com autismo infantil sendo dono de um caso número 1 antes disso e até depois sem o diagnóstico autistas eram isolados da sociedade alguns esterilizados afastados da família e considerados uma ameaça à sociedade muitos passaram a vida sem entender porque agiam ou reagiram de determinada forma teorias infundadas como a do próprio Kenner Que diagnosticou Donald criavam barreiras e preconceitos contra quem só buscava se entender a primeira luz surge quando o psiquiatra austríaco escreveu um artigo sobre o transtorno por infelicidade foi escrito em alemão durante a Segunda Guerra e por isso só foi reconhecido 40 anos depois atualmente um a cada 160 crianças do mundo estão no espectro mas será diagnosticado não é como ter um destino traçado Donald faleceu em 2023 com 89 anos ele aprendeu a viver com sua condição e superou as limitações abriu é um mês da conscientização do autismo envie esse vídeo para conscientizar alguém e comente um emoji;TEA;https://www.instagram.com/reel/C5qLy9ZLjb9/?igsh=bmh3bGJ5YjM4NzJ1;Útil
53;para quem acha que ele só fala inglês nos vídeos do WhatsApp não entendi foi nada é o quê Você pode falar em português tá bom então então eu não entendi nada tá bom pode continuar o que você tá fazendo Tchau ok Google;TEA;https://www.instagram.com/reel/C6WrGZUL95f/?igsh=MTB4czkzZTd2eGVhZg==;Experiência pessoal
54;amigo vamos sair Bora onde é que você quer ir você não sabe mas tem que ser amigo você está bem rápido demais estou passando mal cara cara amigo Olha esse vídeo agora não dá agora não dá mas olha aqui mano não dá para tomar você olhar para o celular dentro do carro eu tenho você de vômito não sabe não nossa mãe tá escuro Acende essa luz do teto Velho Meu deus parece o luto de hospital fica duas vezes me dá dor de cabeça eu passo mal Nossa me dá enxaqueca velho tô passando mal tô com muita fome não fala comigo não vou comer aqui mano tô passando mal desculpa aí tô passando mal eu vou dormir muito pouco hoje velho Nossa amigo vai deitar Mano eu tô passando mal porque eu não dormi mas eu não consigo dormir porque eu tô passando mal velho ah vai se ferrar moleque;TEA;https://www.instagram.com/reel/C3iRGLTsAG0/?igsh=dzIyOTl3czFta2lh;Enganoso
55;você acha que é fácil assim rapaz quem você pensa que é;TEA;https://www.instagram.com/reel/C4bhvgqJHet/?igsh=MThpZWVoYngzOHJzbg==;Enganoso
56;o Ricardo que tá super estourado nas redes sociais O Ricardo é encantador ele era um grau 3 dentro do espectro sim o Ricardo Teve teve ele saiu da escola ele tirou ela tirou porque ele não conseguia assistir à aula ela alfabetizou em casa contratou para alfabetizar em casa ele ele é nadador do Flamengo ela fez uma coisa que eu acho que cara ninguém faria eu não sei que que mistura foi aquela e a Dalva tem TDH agora você Imaginava mas deu certo Deu certo e assim é uma família muito querida e o irmão um dos já foi feito Tipo assim Quem vai ficar responsável pelo Ricardo a questão de não ter filhos tudo foi feito pensando nele então já tem um irmão que vai assumir que já deixou claro ele mora comigo né Aí a mulher desse irmão também tudo muito é a coisa mais bonitinha e eu entrevistei a Dalva e ela falou assim e agora eu ensinei de lavar roupa na máquina de lavar e aí por quê Porque quando eu não estiver mais aqui ele vai para casa do irmão ele tem que dar o mínimo no trabalho ele fica Venha ver se eles estão fazendo certo ele tem que estar preparado pra vida;TEA;https://www.instagram.com/reel/C5lzmnGxFQw/?igsh=MTBpZmo2a2c0NTl3MA==;Útil
57;Giovana você pretende ter filhos e quantos filhos eu não sei não é geralmente desde que eu descobri onde vem os bebês aí eu acho melhor ter uma Mas você lembra que você falava que queria ter quatro que era inseminação social são boba mãe então não tem mais graças a Deus porque eu lembro que eu falei assim é você quer ter quatro filhos mas quem vai cuidar e você você mãe graças a Deus você tá pensando então;TEA;https://www.instagram.com/reel/C5lDz6DrwxD/?igsh=bmpwNXdlbWR4OW5i;Experiência pessoal
58;notei o autismo na minha filha bem cedo quando ela já tinha completado oito meses eu já tinha quase 100% de certeza só ainda não tinha um laudo as pessoas diziam que era bobagem da minha cabeça mas mãe sempre sabe eu não tava que ela era diferente que ela tinha um jeitinho diferente das outras crianças da mesma idade que ela ela tinha movimentos ritualísticos mesmo sendo bebezinha e ser ocupados digamos assim tinha fixação extrema por algumas coisas como por exemplo a cor azul tudo que fosse Azul ela ficava por horas parada olhando para aquele objeto não gostava de pessoas nem mesmo da própria família em si quando chegava na nossa casa eu anotava que a voz das pessoas incomodava e muito ela ela chorava muito Um dia teve um aniversário na nossa casa e ela chorou desde o momento que os convidados chegaram até o outro dia ela entrou em uma crise muito forte foi a primeira crise que ali teve enfim ela teve o diagnóstico precoce;TEA;https://www.instagram.com/reel/C6E3CsHKsK1/?igsh=MXdxdWMzZzd4OG5hdA==;Experiência pessoal 
59;Me desculpe mas eu lembro que há 7 anos vocês não queriam que eu fizesse parte disso Sheldon você ainda não pode estar com raiva por favor eu tenho rancores da época do jardim de infância um dia eu vou me encontrar com a Elaine diário adulta e começo seus lápis favoritos enquanto ela assiste;TEA;https://www.instagram.com/reel/C58yTzPLnXj/?igsh=MXB5NXB5NXNhbW1sbA==;Enganoso
60;gostaria que o autismo tivesse uma explicação simples mas é melhor que eu posso dar é que ele não é uma doença ele é um transtorno Ou seja faz parte daquele indivíduo é quem ele é composto por uma base genética e que sofrem influência do meio então é um transtorno genético que gera inabilidades Essas inabilidades são principalmente sociais comunicativas e comportamentais fazendo com que essa criança brinque menos que ela fale menos que ela tenha comportamentos inadequados e associado a essas inabilidades nós temos uma série de comorbidades importantes como alteração de sono alteração motora alteração sensorial transtornos gastrointestinais entre tantos e tantos outros sintomas bom isso é o autismo;TEA;https://www.instagram.com/reel/C3PMgrfMyiG/?igsh=MW91cTc5NTI3YXNucQ==;Útil
61;você sabia que nós autistas reservamos nossas emoções mais fortes para liberar quando a pessoa de segurança está por perto isso acontece porque é com essa pessoa que nos sentimos mais seguros para sermos nós mesmos nos sentimos confortáveis o suficiente para liberar todas as emoções que permaneceram guardadas durante a ausência dessa pessoa sabemos que somos amados e apreciados por isso podemos nos expressar mesmo que de forma um pouco mais agressiva sabe quando o seu sapato está machucando e você quer ir para casa o mais rápido possível para finalmente tirá-los Então nesse caso a casa do autista é essa pessoa de segurança Este é o lugar onde podemos desabafar e muitas das vezes explodir sem medo de retaliações e não há nada de errado nisso por outro lado isso aponta que esse vínculo é forte e que o autista confia nessa pessoa na maioria dos casos é a mãe que desempenha esse papel dando aos outros a impressão de que o filho não a respeito ou que ela não soube do calor quando na verdade ela é a pessoa que o artista mais ama e quer ter por perto;TEA;https://www.instagram.com/reel/C56LP-4LCJJ/?igsh=ZmM2cGZ2YXdyMHN0;Experiência pessoal 
62;notei o autismo na minha filha bem cedo quando ela já tinha completado oito meses eu já tinha quase 100% de certeza só ainda não tinha um laudo as pessoas diziam que era bobagem da minha cabeça mas mãe sempre sabe eu anotava que ela era diferente que ela tinha um jeitinho diferente das outras crianças da mesma idade que ela ela tinha movimentos ritualísticos mesmo sendo bebezinha estereotipados digamos assim tinha fixação extrema por algumas coisas como por exemplo a cor azul tudo que fosse Azul ela ficava por horas parada olhando para aquele objeto não gostava de pessoas nem mesmo da própria família em si quando chegava na nossa casa eu anotava que a voz das pessoas incomodava e muito ela ela chorava muito Um dia teve um aniversário na nossa casa e ela chorou desde o momento que os convidados chegaram até o outro dia ela entrou em uma crise muito forte foi a primeira crise que ali teve enfim ela teve o diagnóstico precoce;TEA;https://www.instagram.com/reel/C6CssuSNUIG/?igsh=Z2NkejE5anJkejdi;Experiência pessoal (mesmo video do 47 e 58)
63;Não tenha medo pare de chorar;TEA;https://www.instagram.com/reel/C4nYhK2OqMv/?igsh=MXY1ZjRjZ2cxaDJjdg==;Experiência pessoal 
64;Calma meu amor Calma filho calma calma Já fechei tudo filho;TEA;https://www.instagram.com/reel/C4oQGXyvMu1/?igsh=c3NhY2E4Zm5ibjdq;Experiência pessoal 
65;agora deu o carai mesmo viu deu a porra fodeu foi tudo;TEA;https://www.instagram.com/reel/C4gsWevJF8A/?igsh=ODUwaXpkMnlveHl0;Indisponível 
66;não posso errar não posso errar você pode errar Ai que droga eu destruir tudo você não precisa ser tão dura com você mesmo É você tem razão eu sou muito burra mesmo não é porque você tentou uma vez e não conseguiu o que precisa desistir você não entende eu não posso falhar tem que ser exatamente como eu imaginei as regras que eu criei na minha cabeça ah sim aquelas que você dá super importância mas com o resto do mundo tá cagando tudo bem Talvez eu devesse tentar de novo mas quem sabe daqui é um dia ou um mês ou quem sabe daqui a um ano adiar as coisas é só uma forma de se sabotar e o que você quer que eu faça Repete comigo se não está perfeito se não está perfeito na primeira tentativa na primeira tentativa é uma oportunidade de tentar de novo é uma merda eu sou uma merda e nunca mais vou tentar de novo;TEA;https://www.instagram.com/reel/C6s8VIiuQTf/?igsh=M3g1b2JrajJqY3Nl;útil 
67;INSS lexa conte marrom Coutinho Agora você tem;TEA;https://www.instagram.com/reel/C6ojvTFxCLE/?igsh=aXJ4dXVtMDRpcGJz;excluído - vídeo em inglês 
68;eu tô ouvindo deixa eu ver depois chegou viu como o Ângela é bonzinho e para que você deu você não tava lá você já estava lá já você já estava no computador né meu fogo nunca se apaga tão fácil porque eu decido o que eu quero venha cá senta aí você não decide o que quer porque Augusto chegou e tirou você do computador você entregou aí agora achar que é o tal que tal eu não sou debaixo de ficar encarregar sendo transportada em avião meu Deus o que tem a ver isso com quem que tá acontecendo aí você não deu o computador chegou ele pediu e você leu aí depois vem se zangar se é bonzinho eu não sou cego você não é sério não tem nada a ver o que eu quero dizer é que você é bonzinho quando Augusto pega você pega o computador né;TEA;https://www.instagram.com/reel/C5MbkMLxLhy/?igsh=aHl4ODhhYWNkenkw;experiência pessoal 
69;Oh mãe estou indo ao dentista quando vejo Alexandre outra vez fiquei até 10 horas esperando para ver se ele ajeita os meus dentes por quanto eu chegar o mãe querida eu vou fazer minha restauração para quando eu terminar logo logo e depois não vá dizer que eu lhe esperei pega a viola tá sanfona que eu tocava o seu filho vai voltar para casa né com os vizinhos;TEA;https://www.instagram.com/reel/C5tuGbgxFZq/?igsh=MWNvYzV0eGQzYWtsZg==;experiência pessoal 
70;para uma pomada para passar nessa perna o que é que tem sua perna tá inchada tá não isso é porque você disse que bateu na cama eu não já lhe dei um comprimido já se tem que ter paciência não passa de vez não viu é porque fica doendo você tem que ficar deitado Viu como é que eu vou me deitar agora como foi que você bateu na cama do quarto de hóspede eu tava me levantando como é que você se levantando bate com a perna desse jeito Conta essa história direito não vem aqui vem aqui vem aqui eu tava aqui nessa cama e você deixou toda bagunçada aí quando eu for me leva para pai bater não sei aonde como é que pode a pessoa se levantar de uma cama e bate desse jeito Conta essa história direito foi a pancada que eu levei agora vai dormir né eu já lhe dei um remédio para dormir agora;TEA;https://www.instagram.com/reel/C6kCur-R-dI/?igsh=NWI3cW1mOTNuNXFt;experiência pessoal 
71;meu irmão autista foi ao dentista e vem ver como ele reagiu ao tratamento ele teve um ataque de pânico no elevador quando a gente foi para o consultório porque ele morre de medo de altura então ele ficou tremendo com a boca Branca enfim foi foi bem bem caótico mas enquanto Manu tava se consultando ele ficou super tranquilo aí sentada às vezes saía andava e o ambiente era muito agradável Então até eu não fiquei nem um pouco sobrecarregada é super raro eu saí e não ficar sobrecarregada então acho que tudo contribuiu assim felicidade bateu na porta de Pedro quando Pedro achou essa boca quem não sabe Pedro tem performance como o Pedro não queria ir de forma alguma Mamãe teve que levar ele assim forçado infelizmente chegando lá ele até sentou na máquina mas ele ficou assim super agitado mamãe sentou ali com ele para dar um apoio moral e depois a mamãe teve que segurar ele assim para que a doutora pudesse ver né os dentinhos dele porque ele não tava querendo deixar E aí com toda paciência do mundo ela foi olhando aos pouquinhos para que ele não ficasse tão agitado e para quem não sabe Pedro precisava né e é o dentista inicialmente porque ele quebrou os dois dentinhos da frente porque ele fica batendo nas coisas e ele acabou quebrando e ele fica mordendo as coisas com força mesmo quando ele tá agitado mas a doutora avaliou e disse que a parte quebrada era supérflua ou seja Era por isso que ele não sentia dor não sentia assim os dentes estão sensíveis Então se fosse para colocar uma resina ali seria por estética Mas é claro que nessa circunstâncias a gente não prioriza a estética porque isso incomodaria muito ele o procedimento no caso Então pode até ser o último vídeo eu tive que ajudar a imobilizar Pedro porque ele não tava deixando que a moça terminasse o procedimento aí mano já ficou nervosa né já saiu da sala porque mano odeia quando a gente mobiliza a pedra Porque ela acha que a gente tá machucando o Pedro quando na verdade a gente só tá evitando que ele se machucou mas no final assim como mano o Pedro estava com os dentinhos limpinhos desprovidas de cara e tal e esse foi o vídeo Espero que tenham gostado beijinho tchau tchau;TEA;https://www.instagram.com/reel/C6jVCL6L2lo/?igsh=b25yZ2Yxc24weTc3;experiência pessoal 
72;olha Cadê você Onde eu sinto bote aqui meu filho bota aí anjo a gente sente dele não tá tá sim isso muito belo joia ajuda Ângelo ajuda botar o cinto ajuda aí Ângela puxa puxa bem Bora confortável confortável confortável;TEA;https://www.instagram.com/reel/C4wEfBtxYGv/?igsh=MTNxN2J3bTZzbnlsNA==;experiência pessoal 
73;escapou de um amigo meu com uma criança autista cara ela feliz por tá ele contou uma história para ela criou uma história para ela e ela feliz por andar de tá andando de Jet Ski e a mãe chorando Bianca foi demais aquela cena Mas é isso;TEA;https://www.instagram.com/reel/C6uivqZrob8/?igsh=MWJhcGFiZ2pyOXF1Yw==;experiência pessoal 
74;você vai conhecer agora um adolescente muito especial o Victor de 15 anos que tem o transtorno do espectro autista ele conquistou muita gente com os desenhos que faz super coloridos com giz de cera e olha não é para menos são verdadeiras obras de arte apenas uma letra diferente na palavra autista define Victor o u é trocado pelo r e transforma a vida deste menino de 15 anos Victor é um artista nascido na Sérvia ele foi diagnosticado com autismo Severo mas desde bem pequeno os pais perceberam a facilidade dele para desenhar André a mãe dele diz que tudo começou com três anos assim que ele conseguiu segurar uma caneta e quando ele tinha 5 6 anos na escola eles perceberam que ele estava melhorando cada vez mais há seis anos nos Estados Unidos o talento do Victor cresce a cada nova obra ele é sucesso absoluto nas redes sociais Andreia fala que o sucesso Foi espontâneo ela disse que só queria compartilhar com o mundo que queria espalhar conhecimento sobre o autismo e mostrar o que pessoas como Victor são capazes de fazer Mas de repente começou a crescer e agora tem mais de 1 milhão e meio de seguidores nas;TEA;https://www.instagram.com/reel/C5F7fSGumRW/?igsh=cnM3d2t6MWt1MjFu;experiência pessoal
75;Oi gente sou o Lucas Soares hoje é o dia do autismo olha só os autistas eles tem uma dificuldades né se tá se tá tendo encontrado com barulho ou agitação ou ou descontrolado pelo barulho olha só o que eu vim passar nesse vídeo é para você não descobrir o artista deixe fazer o que quiser ele deve sentir quer ser quando crescer faça uma amizade faça muitas amizades tem um bons amigos brinque sempre juntos e e tem a bondade com os outros só uns autistas somos todos autistas eu sei que isso não precisa preconceito Espero que você tenha gostado deixa Muitos beijos ah e as mamães artistas também sempre ajuda as mamães não fazer coisa errada inclusive todos os dias não só hoje faço bondade com todos todos;TEA;https://www.instagram.com/reel/C5Q1JGnuhez/?igsh=c2Nuc251OGY1MHFp;experiência pessoal 
76;eu sou autista e eu sou Clara Carla eu sou autista e sim eu coloquei meu nome Clara carro por causa do carro Renault Sandero eu sou autista e eu tenho para falar com pelo local remoção dele e eu gosto de ser chamada de Clara Carla eu sou autista e meu nome autístico é claro é carro é meu maior hiperfoco é o carro Renault Sandero daí eu coloquei meu nome que eu era carro eu sou autista e sim eu sou a Clara eu sou autista e eu sou Claro é carro e sim as notícias em 99% é do tempo que eu estiver conversando com você eu vou falar sobre minha pessoa você querendo ou não basicamente eu não vou estar nem aí se você tiver achando isso é um pouco irritante e é isso beijos;TEA;https://www.instagram.com/reel/C5EhVwpvR-S/?igsh=MXR0YmF6bXkwdmxmNA==;experiência pessoal 
